PassengerId,Survived,Pclass,Age,SibSp,Parch,Sex_male
636,1,2,28.0,0,0,0
559,1,1,39.0,1,1,0
277,0,3,45.0,0,0,0
370,1,1,24.0,0,0,0
185,1,3,4.0,0,2,0
576,0,3,19.0,0,0,1
322,0,3,27.0,0,0,1
693,1,3,28.0,0,0,1
662,0,3,40.0,0,0,1
371,1,1,25.0,1,0,1
38,0,3,21.0,0,0,1
285,0,1,28.0,0,0,1
12,1,1,58.0,0,0,0
450,1,1,52.0,0,0,1
866,1,2,42.0,0,0,0
890,1,1,26.0,0,0,1
756,1,2,0.67,1,1,1
263,0,1,52.0,1,1,1
588,1,1,60.0,1,1,1
767,0,1,28.0,0,0,1
536,1,2,7.0,0,2,0
280,1,3,35.0,1,1,0
202,0,3,28.0,8,2,1
891,0,3,32.0,0,0,1
459,1,2,50.0,0,0,0
522,0,3,22.0,0,0,1
409,0,3,21.0,0,0,1
210,1,1,40.0,0,0,1
839,1,3,32.0,0,0,1
56,1,1,28.0,0,0,1
705,0,3,26.0,1,0,1
438,1,2,24.0,2,3,0
665,1,3,20.0,1,0,1
794,0,1,28.0,0,0,1
524,1,1,44.0,0,1,0
790,0,1,46.0,0,0,1
98,1,1,23.0,0,1,1
657,0,3,28.0,0,0,1
224,0,3,28.0,0,0,1
357,1,1,22.0,0,1,0
176,0,3,18.0,1,1,1
260,1,2,50.0,0,1,0
352,0,1,28.0,0,0,1
870,1,3,4.0,1,1,1
307,1,1,28.0,0,0,0
574,1,3,28.0,0,0,0
159,0,3,28.0,0,0,1
107,1,3,21.0,0,0,0
664,0,3,36.0,0,0,1
867,1,2,27.0,1,0,0
735,0,2,23.0,0,0,1
761,0,3,28.0,0,0,1
449,1,3,5.0,2,1,0
533,0,3,17.0,1,1,1
718,1,2,27.0,0,0,0
519,1,2,36.0,1,0,0
734,0,2,23.0,0,0,1
412,0,3,28.0,0,0,1
87,0,3,16.0,1,3,1
274,0,1,37.0,0,1,1
841,0,3,20.0,0,0,1
145,0,2,18.0,0,0,1
808,0,3,18.0,0,0,0
710,1,3,28.0,1,1,1
757,0,3,28.0,0,0,1
5,0,3,35.0,0,0,1
630,0,3,28.0,0,0,1
64,0,3,4.0,3,2,1
162,1,2,40.0,0,0,0
225,1,1,38.0,1,0,1
673,0,2,70.0,0,0,1
46,0,3,28.0,0,0,1
873,0,1,33.0,0,0,1
313,0,2,26.0,1,1,0
825,0,3,2.0,4,1,1
672,0,1,31.0,1,0,1
184,1,2,1.0,2,1,1
44,1,2,3.0,1,2,0
217,1,3,27.0,0,0,0
41,0,3,40.0,1,0,0
646,1,1,48.0,1,0,1
569,0,3,28.0,0,0,1
551,1,1,17.0,0,2,1
564,0,3,28.0,0,0,1
434,0,3,17.0,0,0,1
651,0,3,28.0,0,0,1
338,1,1,41.0,0,0,0
674,1,2,31.0,0,0,1
81,0,3,22.0,0,0,1
800,0,3,30.0,1,1,0
133,0,3,47.0,1,0,0
654,1,3,28.0,0,0,0
198,0,3,42.0,0,1,1
437,0,3,21.0,2,2,0
681,0,3,28.0,0,0,0
383,0,3,32.0,0,0,1
222,0,2,27.0,0,0,1
874,0,3,47.0,0,0,1
719,0,3,28.0,0,0,1
165,0,3,1.0,4,1,1
773,0,2,57.0,0,0,0
660,0,1,58.0,0,2,1
129,1,3,28.0,1,1,0
116,0,3,21.0,0,0,1
631,1,1,80.0,0,0,1
709,1,1,22.0,0,0,0
699,0,1,49.0,1,1,1
439,0,1,64.0,1,4,1
388,1,2,36.0,0,0,0
621,0,3,27.0,1,0,1
855,0,2,44.0,1,0,0
570,1,3,32.0,0,0,1
456,1,3,29.0,0,0,1
135,0,2,25.0,0,0,1
327,0,3,61.0,0,0,1
447,1,2,13.0,0,1,0
780,1,1,43.0,0,1,0
663,0,1,47.0,0,0,1
250,0,2,54.0,1,0,1
792,0,2,16.0,0,0,1
39,0,3,18.0,2,0,0
430,1,3,32.0,0,0,1
302,1,3,28.0,2,0,1
466,0,3,38.0,0,0,1
695,0,1,60.0,0,0,1
19,0,3,31.0,1,0,0
721,1,2,6.0,0,1,0
408,1,2,3.0,1,1,1
390,1,2,17.0,0,0,0
130,0,3,45.0,0,0,1
546,0,1,64.0,0,0,1
40,1,3,14.0,1,0,0
128,1,3,24.0,0,0,1
373,0,3,19.0,0,0,1
333,0,1,38.0,0,1,1
836,1,1,39.0,1,1,0
270,1,1,35.0,0,0,0
175,0,1,56.0,0,0,1
142,1,3,22.0,0,0,0
834,0,3,23.0,0,0,1
255,0,3,41.0,0,2,0
774,0,3,28.0,0,0,1
584,0,1,36.0,0,0,1
4,1,1,35.0,1,0,0
311,1,1,24.0,0,0,0
441,1,2,45.0,1,1,0
163,0,3,26.0,0,0,1
288,0,3,22.0,0,0,1
33,1,3,28.0,0,0,0
508,1,1,28.0,0,0,1
760,1,1,33.0,0,0,0
452,0,3,28.0,1,0,1
380,0,3,19.0,0,0,1
514,1,1,54.0,1,0,0
249,1,1,37.0,1,1,1
685,0,2,60.0,1,1,1
287,1,3,30.0,0,0,1
406,0,2,34.0,1,0,1
725,1,1,27.0,1,0,1
454,1,1,49.0,1,0,1
294,0,3,24.0,0,0,0
567,0,3,19.0,0,0,1
134,1,2,29.0,1,0,0
49,0,3,28.0,2,0,1
782,1,1,17.0,1,0,0
96,0,3,28.0,0,0,1
282,0,3,28.0,0,0,1
787,1,3,18.0,0,0,0
496,0,3,28.0,0,0,1
755,1,2,48.0,1,2,0
722,0,3,17.0,1,0,1
379,0,3,20.0,0,0,1
411,0,3,28.0,0,0,1
689,0,3,18.0,0,0,1
283,0,3,16.0,0,0,1
829,1,3,28.0,0,0,1
786,0,3,25.0,0,0,1
332,0,1,45.5,0,0,1
324,1,2,22.0,1,1,0
392,1,3,21.0,0,0,1
82,1,3,29.0,0,0,1
585,0,3,28.0,0,0,1
1,0,3,22.0,1,0,1
68,0,3,19.0,0,0,1
677,0,3,24.5,0,0,1
180,0,3,36.0,0,0,1
191,1,2,32.0,0,0,0
220,0,2,30.0,0,0,1
251,0,3,28.0,0,0,1
598,0,3,49.0,0,0,1
221,1,3,16.0,0,0,1
586,1,1,18.0,0,2,0
372,0,3,18.0,1,0,1
553,0,3,28.0,0,0,1
342,1,1,24.0,3,2,0
69,1,3,17.0,4,2,0
419,0,2,30.0,0,0,1
785,0,3,25.0,0,0,1
602,0,3,28.0,0,0,1
206,0,3,2.0,0,1,0
29,1,3,28.0,0,0,0
108,1,3,28.0,0,0,1
50,0,3,18.0,1,0,0
340,0,1,45.0,0,0,1
639,0,3,41.0,0,5,0
731,1,1,29.0,0,0,0
14,0,3,39.0,1,5,1
354,0,3,25.0,1,0,1
269,1,1,58.0,0,1,0
423,0,3,29.0,0,0,1
104,0,3,33.0,0,0,1
637,0,3,32.0,0,0,1
572,1,1,53.0,2,0,0
471,0,3,28.0,0,0,1
325,0,3,28.0,8,2,1
750,0,3,31.0,0,0,1
615,0,3,35.0,0,0,1
511,1,3,29.0,0,0,1
544,1,2,32.0,1,0,1
666,0,2,32.0,2,0,1
30,0,3,28.0,0,0,1
872,1,1,47.0,1,1,0
304,1,2,28.0,0,0,0
445,1,3,28.0,0,0,1
315,0,2,43.0,1,1,1
275,1,3,28.0,0,0,0
556,0,1,62.0,0,0,1
726,0,3,20.0,0,0,1
476,0,1,28.0,0,0,1
381,1,1,42.0,0,0,0
345,0,2,36.0,0,0,1
751,1,2,4.0,1,1,0
66,1,3,28.0,1,1,1
144,0,3,19.0,0,0,1
88,0,3,28.0,0,0,1
765,0,3,16.0,0,0,1
510,1,3,26.0,0,0,1
613,1,3,28.0,1,0,0
789,1,3,1.0,1,2,1
26,1,3,38.0,1,5,0
728,1,3,28.0,0,0,0
517,1,2,34.0,0,0,0
6,0,3,28.0,0,0,1
375,0,3,3.0,3,1,0
208,1,3,26.0,0,0,1
505,1,1,16.0,0,0,0
720,0,3,33.0,0,0,1
252,0,3,29.0,1,1,0
45,1,3,19.0,0,0,0
312,1,1,18.0,2,2,0
231,1,1,35.0,1,0,0
300,1,1,50.0,0,1,0
337,0,1,29.0,1,0,1
306,1,1,0.92,1,2,1
783,0,1,29.0,0,0,1
344,0,2,25.0,0,0,1
451,0,2,36.0,1,2,1
271,0,1,28.0,0,0,1
161,0,3,44.0,0,1,1
298,0,1,2.0,1,2,0
